,Delaware,Wayne,Montgomery,Monroe,Philadelphia,Bucks,Northampton,Pike,Chester,Cumberland,Washington,Allegheny,Lehigh,Luzerne,Beaver,Adams,Berks,Lackawanna,York,Lancaster,Lebanon,Westmoreland,Centre,Erie,Franklin,Potter,Butler,Montour,Columbia,Dauphin,Fayette,Mercer,Schuylkill,Cambria,Armstrong,Bradford,Carbon,Clearfield,Juniata,Somerset,Greene,Lawrence,Lycoming,Warren,Blair,Crawford,Indiana,Susquehanna,Northumberland,Cameron,Clarion,Huntingdon,McKean,Perry,Snyder,Tioga,Mifflin,Venango,Union,Bedford,Unknown,Forest,Clinton,Sullivan,Wyoming,Fulton,Elk,Jefferson
2020-03-06,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,1,1,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,1,1,9,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,1,1,13,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,6,1,18,3,3,3,1,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,6,1,20,3,4,4,1,1,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,7,1,24,7,8,4,1,1,4,5,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,7,1,30,9,8,7,1,1,4,5,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,9,1,32,9,10,9,1,1,4,10,2,10,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,14,1,42,9,17,10,1,2,9,10,2,12,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,14,1,47,15,33,10,5,3,10,11,3,18,1,1,2,2,1,3,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,23,1,59,19,42,14,10,3,17,11,3,28,2,2,3,5,5,5,6,2,1,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,33,1,77,25,69,32,17,3,19,11,5,31,13,6,3,5,7,6,9,4,2,4,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,43,2,110,31,91,34,21,3,23,11,7,40,19,7,3,5,13,6,10,5,3,5,1,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,54,3,129,43,128,43,23,3,40,12,7,48,25,10,3,6,14,7,10,5,3,6,3,3,1,1,5,1,1,1,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,84,4,144,45,177,65,33,4,40,13,9,58,27,21,3,6,16,15,18,10,3,11,7,4,3,1,6,3,1,4,2,2,5,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,101,4,172,51,257,110,44,9,54,13,10,88,38,27,7,6,20,18,20,12,3,16,8,4,5,1,12,4,1,10,4,2,6,1,1,1,1,2,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,156,6,282,67,402,110,56,15,84,15,12,133,63,36,13,7,36,28,21,21,4,24,9,4,5,1,19,4,3,13,8,3,9,1,1,2,2,2,1,2,3,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
2020-03-27,185,6,374,98,530,124,79,23,107,16,14,158,93,55,14,8,65,35,29,33,12,30,11,7,5,1,26,4,3,18,9,4,13,1,1,2,2,2,1,2,4,4,2,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,
2020-03-28,226,6,411,106,709,216,94,27,116,22,23,219,109,65,22,8,65,51,37,45,15,41,15,7,7,2,41,5,4,23,10,6,16,1,2,3,3,2,1,2,6,8,2,1,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
2020-03-29,276,7,488,135,865,249,126,33,137,22,24,265,151,94,28,8,68,56,43,67,19,47,22,7,11,2,47,5,6,35,10,7,21,1,3,3,9,2,1,2,6,8,3,1,3,3,2,1,1,1,1,1,1,1,2,1,2,1,,,,,,,,,,
2020-03-30,303,10,540,182,1072,249,184,39,146,24,26,290,231,150,44,8,82,62,54,97,27,55,24,13,12,2,49,10,6,36,11,7,30,2,3,3,13,4,3,2,7,10,4,1,6,4,2,1,1,1,1,1,1,1,2,1,2,1,4,,,,,,,,,
2020-03-31,338,10,570,236,1315,319,245,48,159,36,33,325,272,212,52,9,110,78,66,123,28,61,26,14,19,2,60,10,7,45,14,8,38,2,5,7,17,4,3,2,9,13,6,1,6,4,6,1,1,1,3,1,1,1,2,2,2,3,4,2,0,,,,,,,
2020-04-01,390,14,649,278,1478,319,312,57,183,38,35,356,374,282,54,12,151,85,66,157,36,72,27,15,21,2,64,13,8,59,14,8,47,3,5,8,23,4,3,3,9,13,7,1,6,5,6,2,6,1,4,1,1,1,3,2,2,3,4,3,,,,,,,,
2020-04-02,470,17,735,321,1852,370,378,68,210,41,38,419,479,384,55,18,168,108,102,203,45,84,28,16,23,2,69,15,11,67,15,9,54,4,7,8,26,4,3,3,11,16,7,1,6,5,6,3,8,1,4,2,1,3,3,2,2,3,4,3,,1,,,,,,
2020-04-03,542,23,875,397,2284,446,466,83,226,45,40,476,584,484,65,19,201,119,102,232,54,110,32,17,26,2,75,16,15,79,20,10,63,4,11,9,34,5,5,3,11,19,8,1,6,5,7,4,8,1,4,3,1,4,4,3,2,3,4,3,18,1,1,,,,,
2020-04-04,616,28,982,484,2610,580,588,97,250,54,46,552,804,648,69,21,235,146,144,291,87,135,39,19,27,3,84,19,20,99,23,14,77,6,12,10,46,7,7,3,12,22,10,1,6,5,9,5,9,1,4,4,1,5,6,3,4,3,5,4,,2,1,1,5,,,
2020-04-05,708,33,1111,528,3135,634,636,114,269,58,50,605,877,741,84,22,276,172,171,371,106,147,43,19,30,3,87,37,22,118,27,18,90,7,12,10,50,7,7,4,12,23,9,1,6,7,13,6,14,1,5,4,1,5,8,3,9,3,6,4,,3,1,1,5,1,,
2020-04-06,822,35,1230,572,3611,713,716,125,307,68,53,642,1006,849,96,25,326,190,189,408,124,157,44,20,32,3,91,33,26,132,29,18,103,7,13,10,59,7,11,6,12,24,10,1,6,9,17,6,15,1,6,4,1,5,8,8,5,5,6,4,,4,3,1,5,1,,
2020-04-07,898,40,1359,610,4012,713,774,136,335,77,57,689,1146,982,116,28,369,235,218,490,145,177,55,28,39,3,107,27,42,155,32,26,119,7,18,14,67,7,14,7,15,29,12,1,6,8,21,11,22,1,9,5,1,9,9,10,6,5,7,4,,5,3,1,5,1,2,1
2020-04-08,1034,47,1521,671,4456,931,857,148,373,84,59,720,1319,1134,128,33,416,266,233,561,169,183,57,29,43,3,113,26,54,168,35,27,136,9,19,15,76,7,18,7,17,32,15,1,6,8,21,14,22,1,8,6,1,13,9,10,10,5,8,4,,5,3,1,5,1,2,1
2020-04-09,1222,49,1693,716,5029,1022,949,163,425,88,63,759,1466,1241,129,38,616,312,250,596,187,190,59,32,52,3,113,25,65,180,45,30,149,10,20,15,83,7,23,7,21,37,17,1,6,13,21,16,24,1,8,8,1,15,9,10,10,5,11,4,,5,4,1,6,1,2,1
2020-04-10,1377,53,1889,752,5521,1107,994,190,485,96,66,788,1562,1325,139,43,720,346,283,648,218,202,61,36,57,3,123,29,81,199,49,36,164,11,22,16,93,8,30,10,21,45,18,1,9,13,26,22,29,1,10,8,1,16,12,11,11,5,12,3,,5,6,1,6,1,2,1
2020-04-11,1510,57,2053,774,6022,1170,1039,208,532,105,66,836,1620,1372,143,44,930,392,293,698,232,218,69,39,59,4,128,29,99,213,50,38,179,13,26,18,98,9,38,10,23,46,20,1,10,15,40,23,31,1,15,10,2,16,16,12,10,6,14,5,,5,7,1,8,1,2,1
2020-04-12,1594,63,2164,795,6352,1229,1082,212,562,110,68,857,1684,1411,145,48,1035,427,307,772,270,223,70,39,64,4,133,29,106,229,54,40,188,13,27,18,102,9,38,12,23,49,23,1,10,15,40,25,37,1,15,10,2,16,20,13,12,6,19,5,,5,8,1,9,1,2,2
2020-04-13,1712,67,2285,816,6810,1273,1130,221,593,122,69,876,1747,1446,153,56,1150,459,331,828,284,228,70,39,66,4,143,39,113,240,57,43,192,14,28,19,102,9,39,13,23,51,28,1,11,16,43,31,40,1,16,11,3,17,23,14,17,6,21,5,,5,8,1,12,1,2,2
2020-04-14,1851,70,2354,847,7130,1399,1176,256,636,124,70,893,1803,1523,156,63,1247,501,371,865,328,231,70,41,69,4,143,44,125,249,58,44,200,14,28,19,103,9,43,13,23,51,29,1,11,16,43,32,48,1,16,11,4,17,24,13,16,6,23,5,,5,8,1,11,2,2,2
2020-04-15,1935,75,2475,872,7441,1450,1251,268,675,131,71,904,1922,1567,158,64,1335,527,381,914,349,237,72,42,78,4,150,44,131,271,58,47,212,14,29,19,112,9,47,14,23,55,30,1,12,16,43,40,56,1,16,12,4,17,24,13,15,6,23,9,,5,8,1,13,2,2,2
2020-04-16,2055,77,2544,898,8045,1546,1296,276,722,137,73,925,1999,1611,168,67,1419,559,393,970,380,240,73,46,80,4,154,48,146,287,60,50,236,14,32,19,113,9,56,14,24,55,30,1,13,16,44,49,60,1,17,12,4,17,24,13,15,6,25,11,,7,8,1,14,2,2,2
2020-04-17,2281,81,2684,929,8563,1689,1335,290,773,154,75,947,2092,1668,178,70,1537,592,443,1030,424,249,73,49,89,4,157,48,166,311,66,56,244,14,32,20,118,9,63,15,24,59,32,1,14,16,45,58,60,1,18,12,4,18,25,14,17,6,26,13,,7,10,1,16,2,2,2
2020-04-18,2372,84,2781,943,9014,1689,1396,295,831,176,79,1009,2141,1712,278,74,1748,620,463,1113,458,280,73,58,106,4,160,49,184,343,66,57,254,17,36,24,136,9,66,17,24,60,36,1,14,16,47,59,67,1,18,12,4,20,27,14,19,6,27,14,,7,11,1,16,2,2,2
2020-04-19,2460,84,2913,963,9214,1886,1441,301,877,182,82,1035,2203,1741,288,80,1898,636,481,1188,484,284,73,58,111,4,161,48,202,368,66,59,261,19,38,25,140,11,70,18,24,59,37,1,14,16,51,63,67,1,18,13,4,20,27,14,20,6,27,15,,7,11,1,17,2,2,2
2020-04-20,2545,85,3040,970,9553,1977,1469,304,915,186,83,1042,2245,1767,298,85,1945,646,493,1236,502,286,73,60,115,4,161,48,208,386,67,59,267,19,38,25,144,11,72,19,25,59,40,1,14,16,53,66,73,1,18,13,4,20,28,14,20,6,28,15,,7,11,1,17,2,2,3
2020-04-21,2698,86,3154,995,10028,2067,1544,314,943,194,86,1059,2295,1800,303,91,1988,666,517,1295,525,291,77,60,143,4,162,48,225,400,69,59,277,20,38,31,150,11,72,19,25,60,42,2,14,17,55,71,77,1,18,13,5,20,30,15,21,6,29,16,,7,11,1,17,2,2,3
2020-04-22,2798,86,3294,1015,10643,2067,1591,317,977,207,87,1088,2374,1848,317,92,2069,682,531,1326,535,300,76,62,152,4,164,48,239,422,70,59,283,21,39,29,154,11,73,19,25,61,43,2,14,17,56,71,77,1,19,15,5,23,31,15,22,6,30,16,,7,13,1,17,2,2,3
2020-04-23,2963,87,3395,1024,11226,2197,1656,327,1017,229,92,1149,2418,1880,319,95,2212,707,546,1359,544,307,76,68,151,4,164,48,245,445,71,60,290,20,32,28,155,11,77,20,25,61,44,1,15,19,59,72,82,1,20,20,5,23,31,14,24,7,30,20,,7,14,1,17,2,2,4
2020-04-24,3106,88,3525,1037,11877,2469,1716,338,1102,240,96,1177,2478,1921,337,110,2339,735,563,1451,575,317,77,72,164,4,168,48,252,468,75,64,300,20,43,28,160,11,77,22,25,61,48,1,19,19,62,76,84,1,22,20,5,25,31,14,26,7,31,21,,7,17,1,17,2,2,4
2020-04-25,3213,92,3627,1054,12329,2469,1780,347,1174,250,99,1198,2551,1962,359,113,2406,772,578,1501,592,360,81,79,181,4,168,48,257,492,79,64,311,21,46,28,162,11,77,25,25,61,53,1,21,19,63,77,87,1,22,22,5,26,32,14,26,7,31,21,,7,18,1,17,3,2,4
2020-04-26,3333,92,3733,1065,12566,2541,1813,349,1217,267,101,1211,2601,2008,366,117,2491,793,593,1577,612,374,81,77,205,4,170,48,269,519,79,65,321,21,46,28,163,11,78,25,25,61,55,1,21,19,63,79,90,1,22,22,5,26,33,14,27,7,31,21,,7,21,1,17,3,3,4
2020-04-27,3405,93,3817,1083,12868,2675,1834,352,1251,282,107,1224,2636,2035,387,122,2526,833,606,1633,621,377,87,81,227,4,170,48,277,529,79,65,324,21,47,28,164,11,79,25,25,63,57,1,21,19,63,81,90,1,22,24,5,26,33,14,30,7,31,21,,7,25,1,18,3,3,4
2020-04-28,3514,93,4043,1097,13445,2776,1970,362,1289,296,109,1235,2685,2078,388,124,2605,854,614,1678,635,383,93,86,237,4,174,48,279,553,79,66,330,22,50,28,169,11,81,26,26,63,58,1,21,19,62,82,92,1,23,26,5,27,33,14,34,7,33,22,,7,29,1,18,3,3,4
2020-04-29,3672,95,4177,1111,13445,2907,2008,369,1339,324,113,1273,2719,2111,392,130,2637,873,624,1703,648,386,95,87,264,4,175,48,283,558,80,66,343,25,50,29,170,14,82,26,26,64,61,1,23,19,63,82,92,1,23,29,6,30,33,14,36,7,33,24,,7,30,1,19,5,3,4
2020-04-30,3747,100,4307,1127,14468,3070,2050,378,1412,343,115,1289,2796,2143,405,137,2698,913,641,1765,676,391,96,87,284,4,178,48,283,584,80,66,368,28,51,31,175,16,83,26,26,65,68,1,23,19,63,84,93,1,23,38,6,30,33,16,38,7,36,24,,7,31,1,20,5,3,4
2020-05-01,3895,102,4406,1147,15137,3169,2103,383,1470,349,116,1319,2850,2173,426,140,2748,934,651,1820,694,393,96,87,313,4,180,48,289,601,81,66,375,31,52,33,181,16,84,26,26,65,71,1,23,19,63,84,95,1,23,40,6,32,33,16,37,7,37,24,,7,32,1,21,5,3,4
2020-05-02,4053,104,4487,1165,15527,3270,2182,394,1514,365,118,1333,2896,2211,435,141,2810,968,664,1904,710,396,96,90,325,4,180,49,290,617,82,66,384,32,52,35,182,16,84,29,27,65,81,1,23,19,63,84,98,1,23,48,6,33,33,16,38,7,38,24,,7,34,1,25,6,4,6
2020-05-03,4173,109,4552,1172,15854,3319,2214,405,1546,373,119,1345,2924,2240,435,145,2886,999,679,1936,735,401,102,91,351,4,180,50,291,634,83,66,395,33,52,35,183,21,86,29,27,65,85,1,24,19,69,85,99,1,23,56,6,34,33,16,39,7,38,24,,7,32,1,25,6,4,6
2020-05-04,4256,109,4645,1173,16040,3429,2240,408,1605,375,120,1365,2963,2255,458,148,2948,1017,702,1991,756,403,105,91,377,4,180,50,296,652,83,66,398,34,52,35,185,21,86,30,27,65,86,1,25,19,70,86,100,1,23,57,6,34,33,16,39,7,38,24,,7,33,1,27,6,4,6
2020-05-05,4326,109,4687,1186,16410,3505,2279,412,1647,382,120,1375,2999,2280,466,148,3004,1038,716,2018,766,405,106,93,396,4,184,50,298,695,84,67,405,34,53,35,185,21,86,30,27,67,86,1,25,19,74,86,107,2,23,59,6,34,33,16,42,7,38,26,,7,33,1,27,7,4,6
2020-05-06,4430,110,4827,1190,16697,3599,2313,415,1677,386,121,1394,3063,2306,471,148,3048,1076,722,2041,774,409,113,95,406,4,185,50,302,711,84,69,419,35,55,36,186,21,86,32,27,68,90,1,25,20,75,87,111,2,23,60,6,34,33,16,45,7,39,27,,7,34,1,27,7,4,7
2020-05-07,4554,113,4915,1194,17047,3706,2355,419,1716,403,120,1439,3102,2332,472,151,3095,1093,740,2070,785,411,116,101,425,4,190,50,306,735,84,70,422,37,55,36,189,22,92,32,27,69,99,1,28,20,75,86,112,2,23,109,6,34,33,16,48,7,40,27,,7,35,1,27,7,5,7
2020-05-08,4739,113,5037,1198,17517,3779,2390,422,1770,414,121,1455,3140,2347,479,154,3190,1114,753,2122,797,413,117,113,452,4,192,50,307,764,84,70,430,40,55,37,192,24,93,32,27,69,109,1,28,20,75,86,118,2,23,117,6,34,33,16,50,7,40,28,,7,37,1,28,7,5,7
2020-05-09,4894,116,5116,1206,17881,3852,2429,427,1816,425,124,1486,3169,2356,482,156,3257,1134,767,2185,805,415,117,120,478,4,194,49,323,797,85,73,437,42,55,38,195,24,93,32,27,69,127,1,28,20,76,82,119,2,23,119,6,34,33,16,50,7,40,29,,7,41,1,30,8,5,7
2020-05-10,5032,117,5260,1218,18211,3966,2453,432,1906,434,124,1503,3241,2416,491,159,3371,1172,773,2223,811,417,119,124,493,4,195,49,324,823,85,73,451,44,55,38,198,25,93,32,27,70,131,1,28,20,76,82,124,2,23,181,6,35,33,16,52,7,40,29,,7,41,1,30,8,5,7
2020-05-11,5101,117,5292,1224,18313,4028,2465,433,1926,451,124,1511,3259,2426,491,167,3417,1187,784,2256,815,418,119,123,513,4,195,49,328,830,85,75,453,44,55,38,198,25,93,32,27,70,132,1,29,21,76,82,125,2,23,187,6,35,33,16,52,7,41,29,,7,41,1,30,8,5,7
2020-05-12,5136,117,5442,1229,18537,4116,2499,441,1973,461,126,1526,3286,2449,493,167,3453,1211,793,2295,825,419,122,124,522,4,198,49,330,851,85,77,459,44,55,37,198,30,94,32,27,71,132,1,30,21,76,82,126,2,23,190,8,35,33,16,52,7,41,29,,7,41,1,31,8,5,7
2020-05-13,5208,107,5513,1228,18779,4166,2518,451,1996,463,127,1545,3318,2467,509,169,3485,1232,803,2325,849,419,126,125,545,4,197,50,330,871,85,78,478,45,56,39,205,31,94,32,27,71,139,2,31,21,78,82,128,2,24,197,8,35,33,16,53,7,42,29,,7,41,1,31,8,6,7
2020-05-14,5305,107,5583,1240,19093,4248,2566,454,2008,477,129,1551,3378,2477,512,174,3530,1256,817,2364,856,422,128,127,563,4,199,50,333,895,87,81,490,45,56,41,206,33,94,32,27,71,139,2,32,21,82,82,132,2,24,200,8,36,33,16,54,7,43,30,,7,43,1,31,11,6,7
2020-05-15,5409,107,5697,1242,19349,4325,2600,458,2102,492,129,1582,3396,2491,516,183,3593,1273,828,2428,863,423,129,129,580,4,202,50,334,912,87,83,506,49,57,41,206,33,94,32,27,72,141,2,32,21,84,82,136,2,24,204,10,36,33,16,57,7,44,30,,7,43,2,28,11,6,7
2020-05-16,5555,108,5797,1248,19606,4391,2659,460,2143,515,130,1595,3440,2513,518,185,3643,1327,835,2470,873,423,129,134,601,4,202,50,336,938,88,91,512,53,58,41,210,33,94,32,27,72,146,2,34,21,84,83,139,2,24,208,10,40,33,16,57,7,46,32,,7,43,2,29,11,6,7
2020-05-17,5619,108,5872,1254,19606,4439,2703,460,2163,522,131,1603,3470,2526,517,189,3677,1344,851,2508,874,427,131,137,621,4,203,50,336,963,89,91,525,54,58,41,214,33,94,33,27,72,147,2,38,21,84,83,141,2,24,214,11,40,33,16,57,8,47,32,,7,44,2,29,11,6,7
2020-05-18,5689,108,6012,1259,19950,4516,2727,461,2163,525,133,1641,3491,2532,533,194,3719,1363,857,2552,877,432,133,145,631,4,203,50,337,978,91,94,529,54,58,41,214,33,94,36,27,72,149,2,38,21,84,85,143,2,24,214,11,41,33,16,57,8,51,32,,7,44,2,30,11,6,7
2020-05-19,5807,110,6063,1267,20129,4573,2758,469,2242,540,130,1658,3513,2554,534,194,3735,1374,866,2593,880,431,132,147,644,4,206,50,337,989,92,96,534,54,58,41,214,33,94,36,27,73,149,2,38,21,86,85,145,2,24,214,11,41,33,16,57,8,50,32,,7,45,2,30,12,6,7
2020-05-20,5844,110,6154,1278,20359,4662,2779,470,2242,545,130,1687,3550,2572,539,197,3763,1400,872,2599,885,432,133,163,662,4,208,50,340,1012,93,96,541,54,58,41,219,33,94,37,27,73,152,2,39,21,86,87,150,2,25,215,11,42,33,16,57,8,56,32,,7,45,2,30,13,6,7
2020-05-21,5969,112,6268,1291,20700,4726,2814,473,2267,565,130,1718,3586,2594,539,204,3784,1432,883,2690,887,434,136,177,677,4,209,51,342,1034,93,97,548,55,58,43,221,33,94,37,27,73,152,3,44,21,88,90,150,2,25,221,11,43,33,16,57,8,61,36,,7,48,2,32,14,6,7
2020-05-22,6112,115,6366,1295,21009,4764,2842,475,2363,572,134,1739,3613,2620,550,214,3838,1451,895,2736,892,436,138,190,697,4,209,50,342,1049,93,102,560,55,58,43,224,33,94,37,27,73,155,3,46,21,89,93,155,2,25,223,11,43,35,16,57,8,61,36,,7,48,2,33,14,6,7
2020-05-23,6168,117,6464,1302,21234,4839,2866,476,2403,584,135,1753,3628,2631,552,222,3845,1476,904,2790,900,437,143,210,711,4,216,50,342,1061,94,103,576,56,58,44,227,34,94,37,27,74,158,3,46,21,89,95,164,2,28,227,11,45,38,16,57,8,52,37,,7,49,2,33,14,6,7
2020-05-24,6234,117,6525,1304,21234,4867,2911,477,2428,592,138,1777,3651,2645,554,226,3885,1491,924,2854,909,440,146,209,734,4,219,50,344,1099,94,104,585,57,58,44,229,34,95,37,27,74,158,3,46,22,89,96,170,2,29,228,11,47,38,16,58,8,53,37,,7,50,2,33,14,6,7
2020-05-25,6234,118,6576,1305,21641,4894,2920,477,2428,598,138,1805,3667,2651,568,227,3903,1494,930,2896,912,441,147,217,740,4,220,50,343,1123,94,105,592,57,58,44,231,34,95,37,27,74,160,3,48,22,89,96,174,2,29,228,12,47,38,16,58,8,54,37,,7,51,2,33,14,6,7
2020-05-26,6295,118,6598,1305,21738,4916,2933,476,2497,602,138,1816,3676,2662,570,233,3919,1503,943,2985,922,442,148,223,746,4,220,50,343,1137,95,105,600,57,59,45,231,37,95,37,27,74,161,3,48,22,89,97,177,2,29,228,12,48,38,16,58,8,56,37,,7,54,2,33,15,6,7
2020-05-27,6341,118,6738,1310,21975,4930,2958,476,2545,611,138,1828,3699,2677,570,236,3952,1511,956,3031,936,442,149,235,756,4,222,50,346,1174,95,106,601,57,61,46,232,37,95,37,27,74,161,3,48,23,90,98,182,2,25,228,12,53,39,16,58,8,56,38,,7,54,2,33,15,6,7
2020-05-28,6389,118,6811,1311,22150,4966,3022,476,2595,618,139,1851,3719,2689,579,240,3973,1516,970,3056,944,443,150,242,759,4,226,50,346,1212,95,106,606,57,62,46,232,37,95,37,27,74,162,3,49,23,90,99,186,2,25,228,12,54,39,16,58,8,56,38,,7,55,2,34,15,6,7
2020-05-29,6428,119,6906,1315,22405,5012,3045,476,2647,621,139,1870,3738,2711,582,241,3988,1528,991,3105,950,444,151,253,762,4,227,50,346,1231,95,107,616,57,62,46,234,38,95,37,27,76,162,3,49,30,90,109,186,2,26,228,12,56,39,17,58,8,57,39,,7,55,3,34,15,6,7
2020-05-30,6473,119,7006,1318,22629,5050,3062,476,2708,626,139,1897,3747,2722,589,245,4002,1543,1000,3131,958,447,152,274,767,4,229,50,346,1258,95,107,623,57,62,46,235,39,95,38,27,79,164,3,50,29,91,109,190,2,27,230,12,57,42,17,59,9,59,39,,7,56,3,34,15,6,9
2020-05-31,6510,119,7061,1319,22629,5082,3083,476,2769,629,139,1911,3765,2736,590,251,4061,1547,1007,3161,969,449,153,279,774,4,230,52,348,1277,95,107,631,57,62,46,235,39,95,38,27,80,164,3,50,29,91,109,192,2,27,230,12,59,45,17,59,9,59,39,,7,56,3,34,15,6,9
2020-06-01,6529,120,7093,1320,22881,5100,3082,477,2824,635,140,1919,3770,2739,590,250,4074,1551,1013,3189,972,449,154,295,777,4,230,53,348,1303,95,107,631,58,62,46,237,40,95,38,27,80,164,3,50,29,91,110,194,2,27,231,12,61,45,17,59,9,62,40,,7,57,3,34,15,6,9
2020-06-02,6545,120,7172,1325,23034,5116,3108,478,2864,644,140,1928,3780,2750,591,255,4107,1555,1028,3218,980,451,154,307,781,4,232,53,349,1359,95,107,643,59,62,48,241,42,95,38,27,81,164,3,51,29,91,110,198,2,27,231,12,62,45,19,59,9,60,40,,7,60,3,34,15,6,12
2020-06-03,6600,120,7242,1326,23160,5137,3120,478,2902,654,140,1952,3802,2766,594,260,4132,1556,1037,3267,994,453,154,314,782,4,235,53,349,1385,95,107,646,59,64,46,239,42,95,38,27,83,166,4,52,29,91,111,199,2,27,232,12,62,45,19,59,9,63,41,,7,60,3,34,15,6,14
2020-06-04,6639,121,7351,1333,23281,5158,3124,478,2943,657,140,1965,3817,2773,599,263,4152,1569,1038,3301,997,455,154,327,785,6,240,53,352,1404,95,110,651,59,64,46,250,42,95,38,27,82,166,5,52,30,91,123,201,2,27,234,13,64,51,19,59,10,65,42,,7,60,3,34,16,6,14
2020-06-05,6661,123,7416,1335,23407,5197,3136,478,2999,659,141,1973,3829,2782,598,264,4167,1575,1040,3337,1000,456,154,332,788,8,239,53,352,1434,95,110,653,59,64,46,245,43,95,38,27,82,166,5,53,30,91,124,206,2,27,234,13,67,53,19,59,15,70,43,,7,60,3,34,16,6,15
2020-06-06,6661,123,7542,1338,23529,5243,3144,481,3014,665,146,1989,3846,2791,598,269,4184,1579,1049,3404,1021,457,155,363,792,11,244,53,361,1451,95,111,656,59,65,46,248,44,96,39,27,84,166,5,53,30,91,133,208,2,27,236,13,67,54,19,59,15,71,43,,7,60,3,34,16,6,16
2020-06-07,6743,126,7582,1338,23529,5261,3151,482,3091,669,147,2003,3858,2793,603,273,4201,1583,1082,3461,1062,459,156,367,795,11,247,53,364,1481,95,111,656,59,65,46,249,44,97,39,27,85,167,5,53,30,92,148,209,2,27,236,13,68,55,19,59,15,73,44,,7,60,3,34,16,6,16
2020-06-08,6754,124,7610,1341,23691,5278,3168,482,3139,672,149,2008,3871,2793,603,275,4218,1584,1086,3503,1072,461,157,378,798,11,247,53,364,1499,95,111,657,59,65,46,249,44,99,39,27,85,168,5,53,30,92,154,209,2,27,236,13,68,55,19,59,15,73,45,,7,61,3,35,16,6,16
2020-06-09,6789,124,7672,1342,23822,5304,3175,482,3172,683,150,2027,3890,2798,608,275,4236,1587,1094,3554,1086,467,157,396,800,11,249,53,367,1525,95,113,659,60,65,46,253,48,101,39,28,85,168,5,53,31,92,154,211,2,29,236,13,68,57,19,59,16,74,45,,7,61,3,36,16,6,16
2020-06-10,6811,123,7709,1344,23951,5340,3193,483,3198,688,151,2034,3895,2810,610,278,4251,1591,1102,3600,1091,473,158,408,807,12,250,53,368,1541,95,114,664,60,65,46,255,48,102,39,28,87,168,5,53,31,92,155,211,2,30,237,13,68,59,19,59,16,75,45,,7,62,3,36,16,6,16
2020-06-11,6863,125,7754,1346,24107,5365,3202,482,3227,692,151,2055,3907,2813,610,279,4262,1595,1117,3632,1106,474,158,427,827,12,255,55,369,1561,96,114,668,61,65,46,255,49,105,39,30,86,168,5,53,32,92,164,213,2,30,237,13,69,59,20,59,16,79,46,,7,61,3,36,16,6,16
