,Douglas,Jefferson,Denver,Eagle,El Paso,Arapahoe,Larimer,Gunnison,Pitkin,Adams,Clear Creek,Pueblo,Routt,Summit,Weld,Boulder,Mesa,Garfield,Yuma,Crowley,Grand,Morgan,Broomfield,Park,San Miguel,Chaffee,Elbert,Hinsdale,Montrose,Unknown,La Plata,Logan,Teller,Delta,Fremont,Huerfano,Otero,Kit Carson,Rio Grande,Washington,Alamosa,Costilla,Lincoln,Baca,Moffat,Mineral,Montezuma,Archuleta,Phillips,Lake,Saguache,Custer,Las Animas,Rio Blanco,Ouray,Gilpin,Prowers,San Juan,Cheyenne,Conejos,Bent,Jackson,Sedgwick,Dolores,Kiowa
2020-06-21,852,2532,6630,649,2101,4941,680,182,80,3909,18,357,64,262,2721,1243,79,222,50,68,19,649,278,24,28,78,54,3,200,,86,635,39,80,31,4,22,31,64,44,168,17,4,12,9,2,67,8,15,48,100,2,8,2,10,6,16,1,5,12,3,,,,
2020-06-22,864,2543,6663,656,2113,4975,680,182,80,3932,18,358,65,263,2724,1259,80,224,50,69,18,649,280,25,28,78,54,3,201,,86,635,40,80,31,4,22,31,65,44,169,17,4,12,9,2,68,8,15,48,99,2,8,2,10,6,16,1,5,12,4,,,,
2020-06-23,869,2555,6700,660,2139,4993,683,184,85,3941,18,358,67,264,2730,1282,85,236,50,69,18,649,282,26,32,78,54,3,201,,88,635,40,80,31,4,22,31,66,44,175,18,4,12,9,3,68,9,15,48,99,2,7,2,10,6,16,1,5,12,4,,,,
2020-06-24,873,2569,6775,665,2173,5022,686,186,86,3971,18,368,67,264,2746,1305,85,243,51,69,18,649,284,27,32,78,54,3,201,,89,635,40,81,31,4,22,31,67,44,177,18,4,12,9,3,68,8,15,48,99,2,8,2,10,6,16,1,5,12,4,,,,
2020-06-25,895,2594,6835,670,2220,5066,692,186,91,4013,18,369,69,265,2757,1321,87,252,51,69,18,649,287,27,34,78,55,3,202,,90,635,41,81,32,4,22,31,70,44,178,20,4,13,9,5,69,8,15,50,100,2,7,3,10,7,17,1,5,12,4,1,,,
2020-06-26,911,2616,6901,680,2266,5100,701,186,93,4058,18,372,70,267,2773,1336,88,260,51,70,18,650,291,27,35,77,56,3,203,,94,636,41,82,33,4,22,31,72,44,181,20,4,13,10,5,69,8,15,50,100,2,7,3,10,7,17,1,5,12,4,1,,,
2020-06-27,922,2633,6947,685,2296,5127,713,186,92,4093,18,378,71,267,2783,1347,89,266,51,70,18,651,291,27,35,77,56,3,203,,94,636,41,82,34,4,22,31,73,44,184,20,4,13,10,5,70,8,15,50,100,2,7,3,10,7,18,1,5,13,4,1,,,
2020-06-28,939,2656,7007,686,2327,5157,718,186,93,4148,18,383,72,269,2788,1360,89,273,51,70,19,652,295,27,36,78,57,3,204,,101,637,41,82,36,4,22,31,73,44,187,20,4,13,10,5,70,8,16,51,102,2,7,3,10,7,19,1,5,13,4,1,,,
2020-06-29,946,2671,7065,688,2360,5172,723,186,94,4170,18,385,73,269,2798,1367,95,277,52,70,21,652,297,27,37,78,57,3,205,,106,637,41,82,36,4,22,31,74,44,188,20,4,14,10,5,71,8,16,51,102,2,7,3,10,7,20,1,5,13,4,1,,,
2020-06-30,951,2682,7091,692,2374,5202,736,187,99,4185,19,390,73,269,2802,1384,96,298,52,70,21,652,298,27,37,77,57,3,207,,112,637,41,83,36,4,22,32,76,45,191,21,4,14,14,7,72,8,16,51,102,2,9,4,11,7,20,2,5,13,4,2,,,
2020-07-01,964,2711,7149,693,2431,5234,747,188,99,4226,19,393,75,274,2823,1401,96,300,52,70,21,653,301,27,39,77,57,3,207,,116,638,41,84,37,4,22,33,76,45,197,21,4,14,14,7,72,8,16,51,102,2,9,4,11,7,21,2,5,13,4,2,,,
2020-07-02,984,2746,7228,697,2474,5267,757,188,102,4267,19,393,75,276,2839,1414,102,303,52,70,21,654,307,27,39,77,57,3,208,,116,638,41,83,38,4,22,33,78,46,199,22,4,14,13,7,71,9,16,51,102,2,9,4,11,7,21,2,5,15,4,2,,,
2020-07-03,993,2764,7282,700,2525,5300,777,188,102,4293,19,396,76,277,2854,1424,109,313,52,70,21,654,307,27,39,77,57,3,209,,117,638,42,83,38,4,22,33,79,46,199,22,4,14,13,9,72,9,16,51,102,2,9,4,11,7,24,2,5,15,5,2,,,
2020-07-04,1006,2776,7319,701,2621,5329,791,189,104,4322,21,404,77,278,2862,1432,113,318,53,71,21,655,312,27,39,77,57,3,208,,121,640,43,84,40,4,22,33,79,46,200,22,4,14,13,9,73,10,16,52,102,2,9,4,12,7,24,2,5,15,5,2,,,
2020-07-05,1013,2788,7344,705,2659,5354,803,189,105,4362,21,407,77,281,2871,1436,118,319,53,71,21,655,314,27,39,77,57,3,208,,123,640,43,84,40,4,22,33,80,46,200,22,4,14,13,9,73,10,16,52,102,2,9,4,12,8,29,2,5,15,5,2,,,
2020-07-06,1019,2801,7392,709,2703,5369,808,189,105,4400,21,408,78,281,2886,1453,119,317,53,71,21,655,316,28,39,78,58,3,210,,122,640,43,83,41,4,22,33,80,46,200,22,4,14,13,11,74,11,16,52,102,2,9,4,12,8,29,2,5,15,5,2,,,
2020-07-07,1042,2842,7477,715,2733,5421,818,189,108,4478,21,411,78,286,2903,1463,121,326,53,71,23,655,320,28,39,78,60,3,211,,127,640,52,84,41,4,22,33,80,46,202,22,4,14,13,13,74,11,16,51,102,2,9,4,12,8,30,2,5,15,4,2,,,
2020-07-08,1056,2887,7563,732,2806,5459,843,190,111,4546,21,416,79,288,2930,1479,125,339,54,71,23,655,324,32,41,81,60,3,213,,130,640,52,84,41,4,22,35,80,46,203,22,4,14,13,14,75,12,16,52,103,3,9,4,12,8,32,2,5,15,4,2,,,
2020-07-09,1078,2922,7651,738,2871,5510,869,190,117,4588,21,417,79,289,2961,1492,129,349,54,71,23,655,333,32,43,81,60,3,214,,130,640,53,83,41,4,22,35,80,46,204,22,4,14,14,15,76,12,16,52,103,3,10,4,12,8,33,2,5,15,4,2,,,
2020-07-10,1120,2970,7759,758,2953,5583,884,192,124,4669,21,422,81,294,2987,1503,137,379,54,71,26,656,336,33,45,82,61,3,216,,133,641,59,84,42,4,22,36,80,46,204,22,4,14,15,15,77,12,16,53,103,3,9,6,12,8,36,2,5,17,4,7,,,
2020-07-11,1134,3007,7832,761,3051,5627,899,192,130,4719,21,430,81,293,2988,1522,140,403,54,71,27,656,341,33,48,93,62,3,218,,134,641,60,83,43,4,23,36,80,46,204,22,4,14,15,16,77,12,16,54,103,3,9,6,12,8,36,2,5,18,4,7,,,
2020-07-12,1161,3026,7902,763,3087,5647,917,192,132,4757,21,432,82,293,2999,1527,142,415,54,71,28,656,341,33,49,116,62,3,218,,136,641,61,84,43,4,23,36,81,46,204,22,4,14,15,17,80,12,16,54,103,3,10,6,12,8,36,2,5,18,4,7,,,
2020-07-13,1178,3055,7952,766,3155,5682,946,193,132,4788,21,444,84,293,3041,1542,146,423,54,71,29,660,342,32,50,121,63,3,218,,136,641,61,84,45,5,23,37,81,46,204,22,4,14,16,17,80,12,16,54,103,7,10,6,12,8,38,2,5,18,4,8,,,
2020-07-14,1201,3089,8011,783,3224,5734,959,193,138,4847,21,450,84,293,3070,1572,153,441,54,71,29,661,348,33,50,123,65,3,223,,146,641,65,84,46,5,23,37,82,46,204,22,4,14,16,17,81,12,16,54,103,7,10,6,12,8,38,2,5,18,4,8,2,,
2020-07-15,1224,3118,8098,795,3287,5789,982,193,140,4916,21,458,86,294,3105,1595,162,448,55,71,29,663,352,33,57,123,67,3,222,,146,641,65,86,47,5,23,36,83,46,204,22,4,14,16,17,84,13,16,56,103,7,11,6,12,11,39,2,5,18,5,8,3,,
2020-07-16,1263,3174,8164,812,3370,5854,1009,193,144,4972,23,469,86,298,3155,1618,163,469,55,71,32,663,354,33,60,124,67,3,225,,151,641,66,86,68,5,24,36,82,46,206,22,4,14,16,17,85,15,16,57,104,7,11,6,12,12,42,2,5,19,5,8,4,,
2020-07-17,1293,3221,8254,824,3463,5934,1041,197,148,5024,23,479,85,304,3184,1638,174,493,55,71,34,665,358,33,64,128,67,3,229,,154,642,68,86,71,5,23,36,82,46,207,22,6,14,17,17,89,18,16,59,104,8,11,6,12,12,44,2,7,20,5,8,5,1,
2020-07-18,1310,3252,8320,831,3503,5990,1055,199,150,5058,23,482,87,304,3189,1643,180,505,55,72,35,665,358,33,64,210,68,3,232,,157,642,71,86,72,5,24,36,82,46,207,22,6,14,18,17,89,18,16,60,105,8,11,6,12,12,44,2,7,20,5,8,5,2,
2020-07-19,1331,3282,8371,847,3564,6032,1079,200,155,5094,23,483,87,306,3210,1653,185,519,56,72,35,665,359,35,66,210,69,3,234,,159,642,78,88,74,5,24,36,84,46,207,22,6,14,18,17,90,18,16,60,106,8,11,6,12,12,45,2,7,21,5,8,8,2,
2020-07-20,1357,3306,8429,850,3673,6075,1112,202,154,5133,24,502,87,306,3257,1669,189,528,56,72,37,665,362,35,67,215,70,3,235,,165,643,81,88,77,5,24,36,84,46,207,22,6,14,18,17,92,19,16,61,106,9,11,6,12,12,45,2,9,21,5,8,10,2,
2020-07-21,1377,3348,8532,855,3754,6140,1131,210,160,5184,24,524,91,308,3281,1682,191,537,56,72,37,665,364,35,68,215,73,3,236,,170,643,85,90,78,5,26,36,84,46,208,22,7,14,18,17,91,22,17,60,106,10,11,6,12,13,45,2,8,21,5,8,11,2,
2020-07-22,1410,3395,8650,884,3819,6197,1158,216,162,5248,24,535,93,311,3308,1702,199,561,56,73,39,666,371,35,69,220,75,3,245,,174,643,87,92,82,5,30,36,84,46,214,22,6,14,20,17,91,24,17,60,106,10,11,6,12,13,45,2,7,21,5,8,11,2,
2020-07-23,1433,3462,8809,903,3939,6276,1183,216,150,5312,24,538,94,312,3345,1716,213,575,56,72,39,666,373,36,70,220,76,3,248,,180,643,89,93,83,6,33,41,84,46,216,22,6,14,20,17,92,24,19,61,106,10,13,6,12,13,45,2,7,21,5,8,11,2,
2020-07-24,1462,3527,8939,926,4028,6373,1207,216,148,5433,24,548,94,313,3353,1757,219,591,56,72,39,670,376,37,70,224,76,3,251,,180,643,89,94,85,6,35,42,86,46,219,22,6,14,21,18,93,24,19,61,107,10,13,6,12,13,45,2,7,22,5,8,11,2,
2020-07-25,1494,3622,9101,944,4085,6470,1238,216,153,5535,25,552,94,315,3386,1775,227,612,57,72,40,672,378,39,73,243,77,3,255,,185,645,96,98,87,6,36,42,87,46,219,22,6,14,23,18,96,25,20,61,107,10,13,6,12,13,45,2,7,22,5,8,11,1,
2020-07-26,1519,3654,9205,964,4159,6541,1255,219,153,5587,26,559,94,316,3408,1787,231,624,57,72,39,672,382,40,73,277,77,3,262,,187,645,97,97,91,6,38,42,87,46,219,22,6,14,23,18,101,27,19,61,107,10,13,6,12,13,46,2,8,21,5,8,11,1,
2020-07-27,1529,3676,9256,972,4280,6570,1261,220,151,5626,26,563,95,318,3448,1802,233,626,57,72,39,673,383,40,73,278,79,3,260,,188,645,97,98,91,6,38,42,87,46,220,22,6,14,23,18,102,28,19,61,107,10,13,6,12,13,46,2,8,21,5,8,11,1,
2020-07-28,1558,3739,9387,983,4367,6691,1299,230,158,5713,26,575,96,318,3462,1825,241,639,57,72,40,673,385,40,73,281,81,3,263,,192,647,102,100,94,6,40,42,87,46,221,22,6,14,23,18,103,32,19,67,107,10,14,6,12,13,46,2,8,21,5,8,11,1,
2020-07-29,1577,3782,9482,1002,4404,6749,1314,244,160,5794,26,577,96,320,3478,1839,244,664,57,72,41,673,387,41,73,281,82,3,265,,196,647,106,100,95,6,44,42,87,46,221,22,6,14,24,18,103,30,19,68,107,10,14,6,12,13,46,2,8,21,5,8,11,1,
2020-07-30,1594,3821,9529,1006,4477,6798,1335,246,162,5868,26,590,98,339,3491,1864,250,682,57,72,41,673,392,41,73,281,83,3,265,,197,647,105,101,101,6,49,42,87,46,222,22,6,14,24,18,107,31,19,69,107,10,15,6,12,13,47,2,8,23,5,8,11,1,
2020-07-31,1616,3874,9623,1026,4575,6877,1359,246,166,5957,26,597,99,339,3523,1890,255,691,62,72,42,674,398,42,73,286,85,3,274,,197,647,110,104,102,6,52,42,87,47,224,22,6,14,24,18,107,32,19,70,107,10,15,6,12,13,47,2,8,23,5,8,11,1,
2020-08-01,1624,3915,9693,1041,4634,6932,1376,246,168,6018,27,611,106,322,3525,1905,260,705,62,72,43,676,406,41,76,286,85,3,278,,198,647,112,105,110,6,54,43,87,47,224,22,6,14,25,18,108,33,19,70,107,10,15,7,12,16,48,2,8,23,5,8,11,1,
2020-08-02,1647,3950,9778,1049,4659,7004,1399,254,168,6084,27,613,107,323,3546,1938,267,713,62,72,43,677,415,41,76,287,86,3,279,,199,648,113,109,111,6,56,43,87,47,224,22,6,14,25,18,108,33,19,71,107,10,15,7,12,16,48,2,8,23,5,8,11,1,
2020-08-03,1653,3971,9813,1069,4733,7023,1417,257,172,6115,27,615,108,323,3578,1962,271,721,62,72,44,677,417,42,76,287,87,3,283,,198,648,113,110,112,6,61,43,87,47,224,22,6,14,25,18,108,33,19,73,107,10,15,8,12,16,48,2,8,23,5,8,11,1,
2020-08-04,1670,3994,9876,1092,4739,7093,1420,262,177,6181,28,617,110,324,3597,1969,274,734,62,72,44,678,421,42,80,292,92,3,287,,201,649,117,115,113,6,63,43,87,47,224,22,6,14,26,18,108,33,19,73,107,11,15,8,12,16,50,2,8,23,6,8,11,1,
2020-08-05,1689,4051,9968,1096,4884,7156,1456,266,180,6248,28,645,110,327,3627,2015,280,742,63,72,44,681,436,42,80,292,97,3,287,,201,649,121,115,117,7,65,43,88,47,224,22,7,14,26,18,108,34,19,74,106,11,15,8,12,16,50,2,8,23,8,8,11,1,
2020-08-06,1702,4086,10052,1106,5013,7194,1475,267,181,6307,29,660,111,327,3635,2031,289,753,63,72,45,681,445,42,80,295,102,3,292,,204,649,122,117,116,8,70,43,89,47,224,22,8,14,26,18,109,35,19,74,106,11,15,9,12,16,50,2,8,23,8,9,11,1,
2020-08-07,1718,4124,10122,1116,5069,7234,1493,268,182,6375,30,674,117,327,3680,2049,293,757,63,72,46,683,453,42,82,296,103,3,293,,204,650,123,118,117,8,71,44,89,47,226,22,8,14,26,18,111,35,19,77,106,11,15,15,13,16,51,2,8,23,9,9,11,1,
2020-08-08,1726,4160,10173,1120,5115,7286,1531,269,187,6438,30,687,122,327,3696,2054,301,764,63,72,46,684,460,42,88,302,104,3,297,,207,651,123,121,123,8,71,51,89,47,227,22,8,14,27,18,112,35,19,77,106,11,17,16,13,16,52,2,8,23,9,9,11,1,
2020-08-09,1734,4177,10224,1123,5139,7311,1554,272,187,6491,30,693,125,328,3709,2070,306,767,63,72,46,685,473,42,89,303,105,3,305,,212,651,132,121,125,8,71,51,89,48,230,23,8,15,31,18,112,36,19,77,106,11,17,16,13,16,53,2,9,23,9,9,11,1,
2020-08-10,1744,4210,10263,1124,5170,7340,1575,273,186,6529,30,699,125,333,3743,2086,316,768,63,72,46,686,475,42,89,303,105,3,310,,219,651,133,125,126,8,71,56,89,49,230,23,8,15,32,18,112,36,19,79,106,11,17,16,14,16,53,2,9,23,9,9,11,1,
2020-08-11,1759,4258,10319,1126,5228,7377,1590,274,188,6581,30,709,125,338,3743,2105,329,773,63,72,51,687,482,42,90,304,107,3,312,,222,655,136,128,128,8,76,56,89,49,231,23,8,15,32,18,112,36,19,79,106,11,18,20,13,16,54,2,9,23,9,9,11,1,
2020-08-12,1765,4289,10370,1133,5308,7405,1605,275,190,6621,30,711,124,344,3763,2120,343,776,63,73,53,687,482,42,91,306,108,3,313,,225,655,137,129,131,8,78,66,91,49,232,23,8,15,32,18,113,38,19,80,106,11,18,20,13,17,58,2,9,23,9,9,11,1,
2020-08-13,1788,4334,10426,1139,5345,7461,1630,278,190,6677,31,723,124,344,3787,2130,351,780,63,73,54,693,482,42,92,305,108,3,316,,226,655,143,130,132,8,78,69,91,50,232,23,8,15,32,18,113,39,19,79,106,11,18,20,13,17,61,2,9,26,9,9,11,1,
2020-08-14,1803,4362,10471,1145,5434,7497,1651,279,190,6721,31,729,125,344,3800,2137,361,784,63,73,54,694,484,42,92,303,109,3,317,,229,655,144,132,135,8,78,70,92,50,232,24,8,15,32,18,113,40,19,79,106,12,18,20,13,17,62,2,9,27,9,9,11,1,
2020-08-15,1817,4377,10508,1148,5477,7547,1667,279,191,6771,31,750,127,344,3801,2141,365,792,63,73,54,695,489,42,93,304,110,3,317,,227,655,145,132,136,8,78,70,92,50,233,24,8,15,32,18,113,40,19,79,106,13,18,20,13,17,62,2,9,27,10,9,11,1,
2020-08-16,1833,4414,10572,1152,5499,7594,1687,279,191,6816,31,754,127,344,3825,2146,367,797,63,73,54,698,489,42,93,304,110,3,321,,228,658,146,133,137,8,78,70,92,51,233,24,8,15,32,18,115,40,19,79,106,13,18,20,13,17,69,2,9,27,11,9,11,1,
2020-08-17,1840,4429,10607,1154,5541,7610,1700,279,190,6848,31,757,128,345,3844,2141,368,802,63,73,54,699,492,42,93,304,111,3,323,,233,658,145,133,138,8,78,70,92,51,233,24,8,15,32,18,117,41,19,79,107,13,18,20,13,17,69,2,9,27,11,9,11,2,
2020-08-18,1849,4453,10651,1155,5582,7646,1711,280,190,6899,31,760,129,346,3861,2153,369,804,63,73,55,700,498,42,93,305,114,3,327,,233,658,145,138,138,8,78,70,92,51,234,25,8,15,33,18,117,42,19,79,108,13,19,20,13,17,70,2,9,27,11,9,11,2,
2020-08-19,1862,4475,10691,1157,5617,7669,1725,280,190,6967,31,770,129,346,3865,2177,371,805,63,73,56,701,498,42,93,305,115,3,328,,229,658,147,138,143,8,79,68,93,51,235,25,8,15,33,18,117,42,19,79,108,13,19,20,13,17,70,2,9,30,11,9,11,2,
2020-08-20,1876,4501,10732,1158,5694,7706,1746,281,191,7021,31,779,131,346,3887,2186,372,807,63,73,56,702,505,42,93,306,117,3,329,,229,659,149,140,143,8,79,68,93,51,235,26,8,15,33,18,117,43,19,79,108,13,19,20,13,17,76,2,9,29,11,9,11,2,
2020-08-21,1889,4540,10789,1160,5748,7760,1765,285,192,7078,31,789,131,349,3896,2201,375,813,63,73,56,703,509,43,93,308,117,3,331,,230,660,150,141,145,8,80,68,94,52,235,26,8,15,33,19,121,43,19,79,108,13,19,21,13,17,76,2,9,30,11,9,12,2,
2020-08-22,1894,4562,10842,1164,5769,7791,1790,286,192,7132,34,798,131,349,3919,2215,377,814,63,73,56,704,511,43,93,309,117,3,332,,230,663,152,140,145,8,80,68,94,52,236,26,8,15,33,19,121,44,19,80,108,13,19,21,14,17,76,2,9,30,11,9,12,2,
2020-08-23,1997,4587,10901,1164,5769,7957,1804,286,193,7213,34,798,131,349,3938,2225,383,816,63,73,56,705,512,43,93,310,117,3,335,,231,664,154,140,146,8,80,68,94,52,236,26,8,15,33,19,121,44,19,80,108,13,19,21,18,17,77,2,9,30,11,9,12,2,
2020-08-24,2011,4605,10931,1166,5811,7990,1817,286,193,7257,34,802,131,352,3956,2239,388,818,63,73,56,706,515,43,93,311,117,3,336,,232,665,155,140,146,8,81,69,94,52,236,27,8,15,33,19,121,45,19,80,108,13,19,21,20,17,78,2,9,31,11,9,12,2,
2020-08-25,2031,4645,11038,1167,5865,8051,1840,286,195,7334,34,806,131,358,3965,2250,393,821,63,73,57,708,523,43,93,314,117,3,339,,234,672,157,147,152,8,81,74,94,52,237,29,8,15,33,19,122,46,19,80,108,13,19,21,21,17,79,2,9,31,11,9,12,2,
2020-08-26,2042,4670,11021,1168,5895,8071,1849,289,195,7360,34,821,132,361,3979,2256,393,825,63,73,60,710,521,43,93,314,119,3,338,,234,672,158,148,153,8,81,74,94,52,238,32,8,16,35,19,122,46,19,80,110,15,19,21,22,17,79,2,9,31,11,9,12,2,
2020-08-27,2057,4694,11077,1169,5950,8114,1880,289,196,7407,34,841,132,361,4001,2271,397,830,63,73,62,711,522,43,94,315,120,3,339,,233,675,160,152,155,8,81,74,94,53,237,32,8,16,34,19,123,46,19,80,110,15,20,23,22,17,79,2,9,31,11,9,12,2,
2020-08-28,2078,4732,11147,1174,5996,8170,1905,289,196,7495,34,859,132,363,4029,2283,403,839,63,73,62,711,528,43,93,315,120,3,341,,238,681,160,153,156,9,82,74,94,53,237,33,8,16,34,19,123,46,19,80,110,17,20,23,22,17,81,3,9,31,11,9,12,2,
2020-08-29,2078,4766,11196,1178,6013,8170,1929,290,197,7495,35,865,132,363,4040,2289,403,838,63,73,62,712,530,43,93,315,121,3,341,,239,681,161,159,157,9,82,74,94,53,238,32,8,16,34,19,123,46,19,80,110,17,20,23,22,17,83,3,9,31,11,9,12,2,
2020-08-30,2088,4777,11225,1179,6030,8195,1938,290,197,7541,35,866,132,363,4051,2295,407,839,63,73,62,713,532,43,93,316,121,3,342,,240,684,162,162,157,9,82,74,94,53,238,32,8,16,34,19,124,47,19,80,110,17,20,23,23,17,84,4,9,31,11,9,12,2,
2020-08-31,2103,4792,11265,1182,6083,8237,1953,291,197,7579,35,868,134,363,4060,2316,408,844,63,73,63,713,535,43,93,316,121,3,343,,240,688,162,166,157,9,82,74,94,53,238,32,8,16,34,19,124,48,19,80,111,17,20,23,25,17,85,6,9,31,11,9,12,2,
2020-09-01,2118,4834,11307,1184,6102,8277,1976,291,198,7647,35,875,134,364,4085,2324,416,845,63,73,66,716,540,43,93,316,121,3,344,,241,691,162,165,157,9,82,75,94,53,238,32,8,16,34,19,126,48,19,80,111,17,20,23,25,18,85,6,9,31,11,9,12,2,
2020-09-02,2135,4862,11339,1185,6136,8320,1985,292,199,7689,35,886,134,365,4098,2344,419,846,64,73,66,716,541,43,93,316,122,3,345,,242,691,162,166,160,9,82,78,94,53,238,32,8,18,34,19,126,48,19,81,111,17,20,23,25,18,87,6,9,31,11,9,12,2,
2020-09-03,2157,4878,11366,1187,6193,8346,2018,292,199,7731,36,895,135,365,4113,2361,426,847,65,73,66,717,542,43,93,316,125,3,348,,242,691,163,166,161,9,82,78,94,54,238,32,8,18,34,19,126,48,19,81,111,17,20,24,24,18,87,6,9,31,11,9,12,2,
2020-09-04,2179,4911,11417,1189,6203,8381,2043,294,201,7778,36,905,135,366,4136,2399,434,857,65,73,66,718,542,45,94,317,128,3,350,,242,694,163,168,162,9,82,78,94,54,238,32,8,18,35,19,126,48,21,81,111,17,20,24,26,18,88,6,9,31,11,9,12,2,
2020-09-05,2197,4941,11479,1190,6236,8419,2064,295,202,7834,36,920,134,366,4157,2413,448,859,67,73,66,720,546,46,94,317,129,3,350,,244,697,164,169,162,9,82,76,94,54,238,32,8,17,35,19,126,48,22,81,111,17,20,24,26,18,88,6,9,31,11,9,12,2,
2020-09-06,2205,4958,11500,1193,6265,8436,2076,296,202,7860,36,928,134,366,4178,2478,465,868,67,73,66,720,548,46,94,317,129,3,350,,246,699,165,171,162,9,82,76,94,54,238,32,8,17,35,19,126,48,22,81,111,17,20,24,26,18,88,6,9,31,12,9,12,2,
2020-09-07,2223,4971,11557,1193,6277,8450,2085,296,202,7891,36,929,134,366,4198,2482,467,869,68,73,67,721,550,45,94,317,130,3,351,,247,705,165,171,163,10,82,76,94,54,238,32,8,17,35,19,126,48,22,82,111,17,20,24,25,18,89,6,9,31,11,9,12,2,
2020-09-08,2243,4984,11579,1192,6281,8468,2103,296,201,7912,36,936,134,368,4219,2502,467,874,68,73,67,721,550,46,94,317,130,3,351,,247,711,165,172,164,10,82,76,94,54,239,32,8,17,35,19,126,48,22,83,111,17,20,24,25,18,89,6,9,31,11,9,12,2,
2020-09-09,2255,4992,11592,1196,6307,8496,2110,296,204,7954,36,951,135,368,4233,2574,475,875,71,73,69,723,551,46,94,317,131,3,352,,247,727,165,172,165,10,82,76,94,54,239,32,8,17,35,19,126,48,28,83,111,17,20,24,25,18,89,6,9,31,11,10,12,2,
2020-09-10,2277,5019,11627,1197,6317,8549,2120,296,204,7997,36,960,135,368,4245,2621,477,879,71,73,69,723,553,46,93,318,134,3,352,,246,729,165,172,165,10,83,76,94,54,240,32,8,17,35,19,126,48,29,84,111,17,20,24,25,18,89,6,9,31,11,10,12,2,
2020-09-11,2287,5052,11685,1203,6342,8575,2137,296,204,8025,36,965,136,370,4257,2671,485,884,70,73,69,724,555,46,93,318,136,3,353,,247,731,166,175,166,10,83,76,95,55,240,32,8,17,35,20,127,48,29,85,111,17,21,24,25,18,90,6,9,31,11,9,12,2,
2020-09-12,2299,5086,11760,1207,6368,8624,2168,296,204,8063,36,969,138,370,4285,2759,488,891,70,73,69,727,564,46,93,318,136,3,353,,248,743,166,174,166,10,83,78,95,55,240,32,8,17,35,20,127,48,30,86,111,17,21,24,25,18,90,6,9,31,11,9,12,3,
2020-09-13,2312,5117,11816,1208,6394,8656,2184,296,204,8104,36,974,138,372,4304,2794,489,891,72,73,69,729,570,46,93,318,138,3,353,,247,776,168,174,166,10,84,78,95,57,240,32,8,17,35,20,128,48,30,87,111,17,21,24,25,18,90,6,10,31,11,9,12,3,
2020-09-14,2326,5146,11883,1210,6444,8692,2204,296,205,8143,36,980,138,376,4326,2877,492,892,72,73,69,725,571,46,93,318,140,3,355,,247,789,168,175,167,10,84,78,95,55,240,32,8,17,35,20,128,48,30,87,111,17,21,24,25,18,90,6,10,31,11,9,12,3,
2020-09-15,2350,5160,11976,1215,6522,8748,2220,296,208,8206,36,989,139,377,4356,2989,500,900,75,73,69,726,572,46,93,319,141,3,358,,248,792,168,176,167,10,84,78,95,56,240,32,8,17,38,20,128,48,32,87,111,17,21,24,25,18,91,6,10,31,11,9,12,3,
2020-09-16,2370,5194,12055,1221,6574,8792,2236,296,213,8260,36,1001,139,391,4401,3060,503,906,76,73,71,727,578,46,94,319,144,3,359,,248,800,169,177,167,12,86,78,95,56,241,32,8,17,37,20,128,48,33,87,111,17,21,24,25,18,92,6,11,31,11,9,12,3,
2020-09-17,2405,5232,12148,1224,6602,8878,2270,296,215,8327,36,1003,140,403,4428,3134,504,912,84,73,71,728,580,48,95,319,145,3,361,,248,813,170,178,167,13,86,78,95,56,241,32,8,17,38,20,128,48,33,88,111,17,21,24,25,18,92,6,12,31,11,9,12,3,
2020-09-18,2453,5267,12239,1227,6639,8937,2308,296,217,8418,36,1014,141,408,4451,3309,521,916,84,73,71,731,588,49,95,320,144,3,365,,247,815,171,179,167,13,87,78,95,57,241,32,9,17,38,20,129,48,33,89,111,17,21,24,25,18,92,6,12,31,11,9,12,3,
2020-09-19,2468,5317,12313,1230,6678,8958,2328,296,219,8442,37,1024,143,417,4492,3349,533,925,84,73,71,732,593,50,95,321,146,3,368,,250,828,172,185,167,13,91,79,95,57,241,32,9,17,38,20,129,48,34,90,111,17,21,24,25,18,93,6,13,31,11,9,12,3,
2020-09-20,2477,5364,12422,1231,6707,8981,2350,296,219,8468,37,1035,144,423,4507,3573,539,929,87,73,71,732,595,51,95,321,147,3,370,,250,834,173,186,167,13,91,79,95,58,241,32,9,17,38,20,130,48,34,90,111,17,21,25,25,18,94,6,13,31,11,9,12,3,
2020-09-21,2525,5399,12514,1237,6754,9067,2373,296,213,8578,37,1041,145,423,4540,3753,544,936,88,73,71,733,597,51,95,321,148,3,370,,250,839,173,187,167,13,91,79,95,59,241,32,9,17,38,20,130,50,34,91,111,17,21,25,25,18,94,6,13,31,11,9,12,3,
2020-09-22,2555,5470,12591,1238,6796,9093,2404,296,217,8622,37,1037,148,422,4576,3963,550,937,91,73,71,736,606,54,95,321,152,3,371,,252,846,174,187,169,14,91,79,95,59,241,32,8,17,40,20,131,51,34,91,111,17,21,25,25,18,94,6,13,31,11,9,12,3,
2020-09-23,2591,5500,12718,1244,6815,9179,2424,296,221,8748,37,1052,148,428,4597,4049,551,936,101,73,71,736,616,55,96,325,152,3,373,,255,850,174,187,170,19,92,79,96,60,242,32,9,17,40,20,131,55,34,91,111,17,21,25,25,18,94,6,13,31,11,9,14,3,
