,Orange,Los Angeles,Santa Clara,San Francisco,San Diego,Humboldt,Sacramento,Solano,Marin,Napa,Sonoma,Alameda,Placer,San Mateo,Contra Costa,Yolo,Fresno,Madera,Riverside,Santa Cruz,Shasta,San Joaquin,Ventura,Stanislaus,Tulare,San Benito,San Luis Obispo,San Bernardino,Santa Barbara,Nevada,Kern,Monterey,Mendocino,Amador,Imperial,Butte,El Dorado,Siskiyou,Yuba,Unknown,Calaveras,Merced,Mono,Inyo,Sutter,Colusa,Kings,Glenn,Tuolumne,Alpine,Plumas,Del Norte,Tehama,Lake,Mariposa,Trinity,Sierra,Lassen,Modoc
2021-07-28,281228,1290911,123021,41451,310243,5073,116605,35768,14922,10401,32760,96994,26723,44914,76731,15207,113764,17998,314486,17406,14765,80199,86689,65537,60239,6350,22625,309163,36747,5512,112933,45641,4646,3896,31996,15169,11804,2554,6949,,2299,32961,1314,1453,10126,2347,24702,3052,4475,89,768,1612,5845,4170,497,417,79,5874,573
2021-07-29,281790,1294135,123245,41747,311011,5106,117054,35925,14951,10423,32830,97331,26894,45049,77038,15281,114048,18052,315080,17436,14848,80433,86991,65537,60441,6357,22706,309779,36847,5534,113071,45686,4683,3905,32040,15274,11859,2561,6985,,2308,32961,1314,1453,10159,2353,24773,3064,4507,89,770,1643,5867,4204,498,424,81,5876,573
2021-07-30,282426,1297728,123514,42015,311889,5138,117648,36061,15000,10448,32997,97645,27020,45194,77417,15343,114229,18086,315784,17461,14884,80696,87140,65893,60487,6372,22763,310384,36947,5587,113216,45738,4683,3912,32108,15325,11909,2566,7004,,2313,33321,1319,1453,10203,2358,24818,3065,4556,89,765,1643,5874,4251,500,426,82,5881,576
2021-07-31,282426,1301009,123514,42015,311889,5138,117648,36061,15000,10448,32997,97645,27020,45194,77417,15343,114229,18086,315784,17461,14884,80696,87140,65893,60487,6372,22763,310384,36947,5587,113216,45738,4710,3912,32108,15325,11909,2566,7004,,2313,33321,1319,1453,10203,2358,24818,3065,4556,89,765,1668,5874,4251,500,426,82,5888,576
2021-08-01,282426,1304039,123514,42015,311889,5138,117648,36061,15000,10448,32997,97645,27020,45194,77708,15343,114229,18086,315784,17461,14884,80696,87140,65893,60487,6372,22763,310384,36947,5587,113216,45738,4710,3912,32108,15325,11909,2566,7004,,2313,33321,1319,1453,10203,2358,24818,3065,4556,89,765,1668,5874,4251,500,426,82,5888,576
2021-08-02,284534,1306400,124411,43035,314837,5278,119312,36521,15143,10520,33472,99141,27380,45608,78911,15522,114929,18174,317725,17594,15002,81459,87671,66321,60678,6392,22924,312200,37225,5775,113810,45826,4799,3958,32241,15496,12081,2580,7108,,2360,33321,1326,1473,10311,2366,24970,3076,4683,91,777,1732,5910,4369,521,431,85,5888,576
2021-08-03,285479,1308666,124555,43156,315856,5321,119572,36573,15158,10537,33528,99320,27432,45726,79067,15552,115061,18186,318225,17631,15015,81568,87774,66476,60718,6397,22934,312658,37267,5825,114079,45860,4799,3962,32246,15532,12118,2596,7108,,2366,33321,1316,1459,10320,2371,24992,3077,4718,91,778,1732,5918,4388,521,431,85,5898,576
2021-08-04,285620,1312352,124814,43361,317024,5359,119980,36674,15205,10574,33639,99641,27540,45827,79290,15629,115322,18248,318968,17663,15057,81736,87901,66619,60807,6405,23007,313044,37328,5899,114342,45890,4830,3988,32277,15558,12147,2605,7148,,2375,33321,1336,1473,10392,2381,25050,3081,4757,91,795,1747,5927,4421,537,433,86,5905,576
2021-08-05,286477,1316009,125052,43674,317935,5447,120311,36794,15253,10598,33731,99873,27721,46018,79551,15715,115577,18312,319840,17707,15154,82066,88143,66922,61145,6421,23116,313909,37439,5919,114699,46000,4856,3997,32293,15647,12275,2622,7213,,2392,33338,1339,1482,10436,2391,25163,3097,4782,91,799,1799,5959,4436,547,438,87,5935,576
2021-08-06,287661,1319913,125415,44062,319055,5504,121019,37019,15308,10645,33875,100448,27998,46180,80099,15776,115897,18362,320983,17754,15237,82371,88574,67115,61237,6426,23233,314701,37538,5995,115007,46066,4892,4027,32301,15702,12364,2634,7213,,2415,33761,1339,1482,10459,2402,25229,3104,4817,91,802,1799,5983,4503,559,443,87,5935,577
2021-08-07,287661,1324042,125415,44062,319055,5504,121019,37019,15308,10645,33875,100448,27998,46180,80099,15776,115897,18362,320983,17754,15237,82371,88574,67115,61237,6426,23233,314701,37538,5995,115007,46066,4892,4027,32301,15702,12364,2634,7213,,2415,33761,1339,1482,10459,2402,25229,3104,4817,91,802,1799,5983,4503,559,443,87,5935,577
2021-08-08,287661,1327058,126121,44687,321809,5686,122065,37227,15388,10712,34136,101208,28277,46430,80753,15949,116539,18427,322894,17881,15381,82989,88969,67115,61481,6453,23450,316408,37729,6184,115007,46198,4892,4076,32388,15852,12531,2634,7268,,2464,33761,1346,1482,10557,2433,25371,3125,4919,91,816,1838,6021,4626,559,453,88,5935,577
2021-08-09,289938,1329959,126478,44859,322818,5747,122538,37320,15427,10722,34225,101531,28365,46553,81039,16003,116756,18459,323610,17922,15401,83222,89119,67693,61568,6471,23539,317123,37843,6226,115910,46245,4936,4092,32403,15929,12587,2678,7321,,2480,33761,1353,1498,10622,2436,25418,3137,4929,91,818,1919,6037,4649,587,454,88,5935,577
